doc_id,film,text,response_llama3.1
1587,Don't Look Up,extremely cathartic and i don't care that it's poorly executed,"{
  ""categories"": [""dominant-hegemonic""]
}"
1588,Don't Look Up,"This was good i watched it over the span of a week so it was kind of confusing to remember what was happening, it was a good concept because i feel like it’s something that would actually happen it was funny but also scary i wouldn’t watch it again tho also can’t believe leonardo dicaprio just cheated on his wife with the news presenter then they just got back together like nothing happened lowkey weird","{
  ""categories"": [""unclear/irrelevant""]
}"
1589,Don't Look Up,"Parody and comedy meet realism-laced tragedy and comfort. Unfortunately, under the powers that be, this movie may not be so unrealistic. I appreciated the humor throughout, but Leo provides such a complex character battling his own passions with his ultimate desire to feel safe. Very good film, if you are able to handle the aspects that clearly poke at a specific person within American history.","{
  ""categories"": [""dominant-hegemonic""]
}"
1590,Don't Look Up,"I do like this movie somewhat, but if anyone were to ask me what “rage baiting” is I would show them this movie","{
  ""categories"": [""oppositional""]
}"
1591,Don't Look Up,I’m dictating this review text to speech because I am too drunk to type coherently. Timothy! I want to fuck you so badly. It’s making me look stupid. YULE.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1592,Don't Look Up,Was good. Seem like they were making fun of the US government lol,"{
  ""categories"": [""oppositional""]
}"
1593,Don't Look Up,state of the world pretty soon these reviews remind me of the hecklers in the movie,"{
  ""categories"": [""oppositional""]
}"
1594,Don't Look Up,The cast is baffling holy FUCK. I think they were all on xanax when they agreed to sign this bull shit. #merylstreepforprez,"{
  ""categories"": [""unclear/irrelevant""]
}"
1595,Don't Look Up,"Fire movie, really shows a realistic look into the superficial things that people prioritize, even when a literal asteroid is on the way.","{
  ""categories"": [""dominant-hegemonic""]
}"
1596,Don't Look Up,You appreciate it more by a half of a star when your dad rewatches with your mom less than 24 hours after he watches it last beacuse she was tired the night before. Now I rewatched another 2 hour and 18 minute movie that is very depressing but I love Jennifer Lawrence so it’s ok.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1597,Don't Look Up,"The take on international response always ruins this for me, I have to ignore it to enjoy it","{
  ""categories"": [""oppositional""]
}"
1598,Don't Look Up,"It was ok , Jonah hill was really the only funny one.","{
  ""categories"": [""unclear/irrelevant""]
}"
1599,Don't Look Up,Probably the most realistic movie ever made,"{
  ""categories"": [""dominant-hegemonic""]
}"
1600,Don't Look Up,Don't know if I should laugh or cry. Dystopian fiction which felt very real given how the current state of the world is.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1601,Don't Look Up,"ehhh… relevant topics, high paid actor slop.. meh :/","{
  ""categories"": [""unclear/irrelevant""]
}"
1602,Don't Look Up,this is how everybody would react irl,"{
  ""categories"": [""oppositional""]
}"
1603,Don't Look Up,wtf why was everyone so calm,"{
  ""categories"": [""oppositional""]
}"
1604,Don't Look Up,Just as good as the first time,"{
  ""categories"": [""unclear/irrelevant""]
}"
1605,Don't Look Up,see idk if it was because i was already emotional from la la land but this ending did make me cry,"{
  ""categories"": [""unclear/irrelevant""]
}"
1606,Don't Look Up,why would he charge us for free snacks?,"{
  ""categories"": [""unclear/irrelevant""]
}"
1607,Don't Look Up,This was just funny to watch. The budget must have been crazy having all those celebrities on there.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1608,Don't Look Up,Scary how realistic this film is (in parts ofc).,"{
  ""categories"": [""dominant-hegemonic""]
}"
1609,Don't Look Up,"I gotta say, I really liked this 👀 it’s scratching the disaster movie itch","{
  ""categories"": [""unclear/irrelevant""]
}"
1610,Don't Look Up,"insane cast, ending bit weird icl but rlly good film on the whole. ☄️","{
  ""categories"": [""dominant-hegemonic""]
}"
1611,Don't Look Up,I would like to try fingerling potatoes,"{
  ""categories"": [""unclear/irrelevant""]
}"
1612,Don't Look Up,This was overall a good movie. I am feeling a little disappoint about the ending though.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1613,Don't Look Up,Has to be the worst movie to best cast ratio ever.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1614,Don't Look Up,"""""Girl, just listen to the goddamn qualified scientists""","{
  ""categories"": [""dominant-hegemonic""]
}"
1615,Don't Look Up,Meh but also yeah,"{
  ""categories"": [""dominant-hegemonic""]
}"
1616,Don't Look Up,i would also still be excited about fingerling potatoes at the end of the world,"{
  ""categories"": [""dominant-hegemonic""]
}"
1617,Don't Look Up,Excellent film. I particularly like Mark Rylance as a wonderful mix of Elon Musk and Tim Cook,"{
  ""categories"": [""dominant-hegemonic""]
}"
1618,Don't Look Up,"Type of satire that is so blunt and over the top that it's annoying, but still manages to be less stupid than real life. Good grief.","{
  ""categories"": [""dominant-hegemonic""]
}"
1619,Before the Flood,"watched this for religion class 🥀🥀 every time teachers make students watch a movie they always have to pair it with an otherworldly, hellish assignment, and let’s just say i’m struggling 💔💔 the ending lowkey gave me chills tho ✌️✌️","{
  ""categories"": [""negotiated""]
}"
1620,Before the Flood,"Before the Flood is a straightforward and educational documentary that seeks to raise awareness about the climate crisis through an accessible approach. Although it doesn't offer major formal innovations, it fulfills its informative and urgent role well. It is more relevant for its content than its form.","{
  ""categories"": [""dominant-hegemonic""]
}"
1621,Before the Flood,The movie was great the thing I liked the most was the movie talks about something that i've never really seen in others movies and they've made a really good job explaning about whats earth is going through.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1622,Before the Flood,give good perspectives on what the truth of our world is.🌎,"{
  ""categories"": [""dominant-hegemonic""]
}"
1623,Before the Flood,"Right and extremely important message, hypocritical messenger","{
  ""categories"": [""negotiated""]
}"
1624,Before the Flood,Leo made a reference to lord of the rings and nobody got it what a nerd lol,"{
  ""categories"": [""unclear/irrelevant""]
}"
1625,Before the Flood,"i watched this for my ecology course. i understand that i am reviewing this with the benefit of hindsight. i understand that the consensus surrounding climate change was different in 2016. but it's still frustrating to watch a documentary come so close to the point and miss it. there's a really great part where a scientist talks about climate change denialism and who is responsible, as a graphic of major oil companies pops up, which is unfortunately small and cut…","{
  ""categories"": [""negotiated""]
}"
1626,Before the Flood,"👍75% Before the Flood is a solid documentary showcasing the impacts of climate change across the world and the harsh reality of how society is tackling the issue. The film outlines the different ways society is damaging the Earth quite clearly and while it does showcase the various impacts of climate change on the world, it could depicted these effects with even greater impact. The visuals here are solid, but could have done more with showcasing the beauty of Earth and our destruction of it. All in all, a film that effectively signals the need for action now to combat the growing disastrous effects of climate change.","{
  ""categories"": [""dominant-hegemonic""]
}"
1627,Before the Flood,"This is genuinely so sad. Our governments should understand that this isn’t a joke and that we will die if nothing changes. It’s not only the people who need to change. The richest people in the world can do so much change for the better, are they even aware that we live in the same planet? And people not believing that climate change is a very serious and real problem is so sad and disappointing","{
  ""categories"": [""dominant-hegemonic""]
}"
1628,Before the Flood,Holy sidequest for DiCaprio,"{
  ""categories"": [""unclear/irrelevant""]
}"
1629,Before the Flood,Hard hitting documentary thats well made but with the most hypocritical man put on a pedestal to convince non-believers,"{
  ""categories"": [""negotiated""]
}"
1630,Before the Flood,"*Watched in AP Environmental Science last week.* Seeing this after everything Trump has done, including pulling us out of the Paris Agreement, the one bit of hope that this documentary offers… why? Who decided to vote for him knowing he was going to do all of this? How can anyone see all of this and think that climate change just doesn’t exist? Forgive me, I’m going to go scream at a wall for a while.","{
  ""categories"": [""dominant-hegemonic""]
}"
1631,Before the Flood,"It doesn't seek to become a particularly innovative audiovisual piece, but from the outset it is clear that the film is a call to social and political action, a kind of campaign in favor of caring for the environment, which is getting more and more screwed up every day.","{
  ""categories"": [""dominant-hegemonic""]
}"
1632,Before the Flood,"I fell for the whole “important documentary” vibe of Before the Flood, but lowkey it felt more like a long celebrity climate tour than something that actually hits hard. I get why they brought in Leonardo DiCaprio to raise awareness, but he looked like he didn’t even wanna be there half the time. And the moment I saw Elon Musk, my rating instantly dropped by 3 stars.","{
  ""categories"": [""negotiated""]
}"
1633,Before the Flood,I really understand the 2016 nostalgia now because times were so good back then that Elon Musk was in a fucking climate change documentary,"{
  ""categories"": [""oppositional""]
}"
1634,Before the Flood,"WHAT DID I JUST SEE!? Friend, if you like documentaries about the climate or global warming THIS DOCUMENTARY IS FOR YOU. I don't know how the people who made this documentary are still alive, I really don't understand how All that crap about global warming and climate change being our fault is not true. I might sound crazy, but if you watch the documentary you'll totally understand.","{
  ""categories"": [""oppositional""]
}"
1635,Before the Flood,Leo. A man on a mission. Favorite documentary,"{
  ""categories"": [""unclear/irrelevant""]
}"
1636,Before the Flood,Good GOD how things have fallen apart since the Obama administration 10 years ago. - Leo is now a spitting image of Jack Nicholson - Elon’s gone from world-leading climate activist to Ketamine-addicted Hitler - The Catholic Church are on the right side of history??? - Republicans and oil executives are still the worst people to ever exist and are ruining every facet of existence,"{
  ""categories"": [""oppositional""]
}"
1637,Before the Flood,"LIBERAL LIBERAL LIBERAL LIBERAL LIBERAL! while this is something most kids should see in schools (amerikkkans especially), it obviously needs more substance yet dodges that because of the motherfucker we're following. this hypocritical fat head wigga ain't talking about shit, he just wanted an oscar. they want us to be aware of the consequences of this nuanced tragedy but the saddest thing here is how they're still playing in your faces and making it look like it's other countries fault or it's not real. ask yourself who this was made for. fuck amerikkka and fuck that wigga.","{
  ""categories"": [""oppositional""]
}"
1638,Before the Flood,"watched this depressing shit to help goober with his hw, where’s my goated gf award","{
  ""categories"": [""unclear/irrelevant""]
}"
1639,Before the Flood,the actual information in this documentary is so important and well delivered HOWEVER im not sure how i feel about leonardo dicaprio going to all these places as a rich person and talking about all this.. like bro ur part of the problem 😭 to be fair he acknowledges that he has a much larger carbon footprint than most other people and he’s right idk it left a weird taste in my mouth,"{
  ""categories"": [""negotiated""]
}"
1640,Before the Flood,informational but also total bullshit. this dude is flying jets every other day and pumping out shits of co2,"{
  ""categories"": [""oppositional""]
}"
1641,Before the Flood,Terrifying stuff that’s obviously important to educate on. Good on Leo for his work 2016 RANKED LEO RANKED,"{
  ""categories"": [""dominant-hegemonic""]
}"
1642,Before the Flood,"Good, haunting soundtrack. Knew who it was by after the first song.","{
  ""categories"": [""unclear/irrelevant""]
}"
1643,Before the Flood,Larping competition but ur opponent is Leonardo Dicqprio on climate change,"{
  ""categories"": [""oppositional""]
}"
1644,Before the Flood,This was very informative indirectly,"{
  ""categories"": [""dominant-hegemonic""]
}"
1645,Before the Flood,"It's obviously an important topic, however, I find it quite hypocritical for Leonardo DiCaprio to be the one telling us to reduce our carbon emissions while he flies around on his private jets.","{
  ""categories"": [""oppositional""]
}"
1646,Before the Flood,"such an incredibly important movie, it had a tremendous impact on me and i bet it could on any person watching. shame that most people will still refuse to take up this movie or this topic simply because of their outdated political views and their lack of individual, critical thinking","{
  ""categories"": [""dominant-hegemonic""]
}"
1647,Before the Flood,"Reel History 10 films Each from the Last 10 Decades #38 Oof, this is part of the problem with having such a backlog. I barely remember even watching this. I took environmental science last semester. One of the absolute dumbest classes ever. Not because of the subject matter but the way they teach those classes, especially the labs. Literally just watch this movie/YouTube video and fill in the blanks. Together. In class. Anyway, I watched this for class and it…","{
  ""categories"": [""oppositional""]
}"
1648,Before the Flood,Interviewing Elon Musk as an agent of change in a documentary on global warming (while the harmful influence of climate skeptics is mentioned) is a red flag.,"{
  ""categories"": [""oppositional""]
}"
1649,Before the Flood,"feels incredibly performative. yes the content is put together well, but do you know how many natural resources went into putting the film together?","{
  ""categories"": [""oppositional""]
}"
1650,Before the Flood,is there a word for feeling hopeless and hopeful at the same time?,"{
  ""categories"": [""unclear/irrelevant""]
}"
1651,Before the Flood,watched it in my sustainable territories class i fell asleep so…… i also don’t like dicaprio at all❤️,"{
  ""categories"": [""unclear/irrelevant""]
}"
1652,Before the Flood,we watched this movie for our geography class but i rewatched it today and i really like this documentary. i think the message it sends is really important and we have to raise awareness about climate change,"{
  ""categories"": [""dominant-hegemonic""]
}"
1653,Before the Flood,This documentary would’ve been much better if leo wasn’t in it,"{
  ""categories"": [""dominant-hegemonic""]
}"
1654,Before the Flood,"A sobering, visually commanding call to action that remains one of the most essential environmental documentaries of the decade. Leonardo DiCaprio serves as an effective, vulnerable surrogate for the audience, traveling from the melting wastes of Greenland to the scorched forests of Indonesia to witness the frontline of the climate crisis. Fisher Stevens balances the overwhelming scientific data with a sense of urgent storytelling, aided by a haunting, atmospheric score from Trent Reznor and Atticus Ross. While the film is…","{
  ""categories"": [""dominant-hegemonic""]
}"
1655,Before the Flood,Had to watch this for a class and I didnt really understand what was happening all the time but that mightve been the fault of my teacher. Otherwise decent documentary really shows the impact of climate change and if you watch all of this and still dont care.. then.. get some help🥰,"{
  ""categories"": [""dominant-hegemonic""]
}"
1656,Before the Flood,"W documentary, watched a week ago for class and forgot to rate.","{
  ""categories"": [""unclear/irrelevant""]
}"
1657,Before the Flood,Revisiting this 10 years later is spectacularly deflating,"{
  ""categories"": [""oppositionnal""]
}"
1658,Before the Flood,"thank you for having me write about this, nature writing professor. It was fine","{
  ""categories"": [""unclear/irrelevant""]
}"
1659,Before the Flood,Top Docs for me,"{
  ""categories"": [""unclear/irrelevant""]
}"
1660,Before the Flood,"Dicaprio pretending to care about the environment, saying that everyone is a capitalist pig like if he haven't been paid with malasyan people's money to appear in Jho Low parties. Hypocrisy.","{
  ""categories"": [""oppositional""]
}"
1661,Before the Flood,"Watched this in hsie, Leo caring about climate change was unexpected I don’t know why.","{
  ""categories"": [""unclear/irrelevant""]
}"
1662,Before the Flood,The more documentaries I watch the more radical aspire to be. But I will not be elaborating here ngl.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1663,Before the Flood,What is this middle school?,"{
  ""categories"": [""unclear/irrelevant""]
}"
1664,Before the Flood,Wow my goat is woke and aware and proactive,"{
  ""categories"": [""oppositional""]
}"
1665,Before the Flood,i like some of the gaga songs….wtf does she know about cameras,"{
  ""categories"": [""unclear/irrelevant""]
}"
1666,Before the Flood,idk get my sub out of my apes class please,"{
  ""categories"": [""unclear/irrelevant""]
}"
1667,Before the Flood,i hate man buns also i was barely paying attention,"{
  ""categories"": [""unclear/irrelevant""]
}"
1668,Before the Flood,Time to lock in guys,"{
  ""categories"": [""oppositional""]
}"
1669,Before the Flood,Why is this not fictitious,"{
  ""categories"": [""oppositional""]
}"
1670,Before the Flood,"I'm so torn on this. On one hand I don't normally feel that impacted by any form of documentary but this one will stick with me. Watching this 10 years later and it's terrifying how little has really changed, especially within the US. And I've made a promise to myself to buy a vegetarian burger the next time I have them, while ridiculously small in the grand scheme of things, I want to at least try. Hearing and seeing all…","{
  ""categories"": [""dominant-hegemonic""]
}"
1671,Before the Flood,looking at leonardo trying to care genuinely pmo’d,"{
  ""categories"": [""oppositional""]
}"
1672,Before the Flood,I did not know this face of Leonardo Di Caprio. It's nice to know.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1673,Before the Flood,1 star less cause I can not take Leo seriously. But good job 👍,"{
  ""categories"": [""unclear/irrelevant""]
}"
1674,Before the Flood,"This movie should be targeted towards the people who think “yeah sure climate change is there, but it doesn’t affect means we have plenty of time/I don’t have time to worry about it.” My dad would find this to be a very profound and groundbreaking film. To someone who has known about all of this since they were 10, it looks like an ad for Leonardo DiCaprio. A white savior trope with a tiny sprinkle of some actions we can…","{
  ""categories"": [""dominant-hegemonic""]
}"
1675,Before the Flood,we are doomed,"{
  ""categories"": [""oppositional""]
}"
1676,Before the Flood,"It's a good documentary tbf, did make me want to change some things","{
  ""categories"": [""dominant-hegemonic""]
}"
1677,Before the Flood,"It‘s just sad to know that we destroy our world little by little and even if we want to change, the one who have the most power in changing and help us for the better future are just the stupid presidents and politicians like Trump, who don’t even believe and care a bit.","{
  ""categories"": [""dominant-hegemonic""]
}"
1678,Before the Flood,"As an act of persuasion, this is solidly put together. It makes easily understood claims, visualizes them, restates them so they stick in the memory, and then presents a lot of the specific science near the end so that a skeptical viewer will have some real things to grapple with heading out of it. While being generally single-minded, it does leave some room for honest discussion of steep challenges such as asking people to stop eating beef or asking India…","{
  ""categories"": [""dominant-hegemonic""]
}"
1679,Before the Flood,we’re cooked (literally) also too much elon musk in this ew👎,"{
  ""categories"": [""oppositional""]
}"
1680,Before the Flood,mediocre climate docu but at least it talks about how awful eating meat is for the climate,"{
  ""categories"": [""dominant-hegemonic""]
}"
1681,Before the Flood,"“Yeah I went to a UN meeting, but all I saw was Jack Dawson talking about how he thinks the world would be better off with more icebergs?”","{
  ""categories"": [""oppositional""]
}"
1682,Before the Flood,“God I wish I could watch a movie where Leonardo DiCaprio stares into space in various vehicles” Boy oh boy do I have the movie for you.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1683,Before the Flood,i had to watch this for ess #Nice,"{
  ""categories"": [""unclear/irrelevant""]
}"
1684,Before the Flood,I just need a minute to breathe,"{
  ""categories"": [""unclear/irrelevant""]
}"
1685,Before the Flood,Leo what are you doing here,"{
  ""categories"": [""unclear/irrelevant""]
}"
1686,Before the Flood,"watching this documentary ten years after its release, when the us has withdrawn from the paris agreement for the second time and the epa has just overturned its own endangerment finding, is so incredibly devastating","{
  ""categories"": [""dominant-hegemonic""]
}"
1687,Before the Flood,Rich actor talks about saving the environment while traveling across the globe in his private jet,"{
  ""categories"": [""oppositional""]
}"
1688,Before the Flood,"Had to watched this is school and my question is why the cast is insane???!!! Like ok Martin Scorsese why is he producing this AND WHY THE GOATS TRENT REZNOR AND ATTICUSS ROSS DOING THE DAMN SCORE!!! Not complaining tho, very important documentary and I’m literally gonna kill myself. Joking but still just kill me!!!! Wanted to cry lowkey in the damn class","{
  ""categories"": [""negotiated""]
}"
1689,Before the Flood,Watching this in class instead of a lecture 10 years later with trump in office a second time was very sad but partially because I wanted to go home,"{
  ""categories"": [""unclear/irrelevant""]
}"
1690,Before the Flood,yeah lol go fuck yourself di caprio perfect segway for imperialism btw,"{
  ""categories"": [""oppositional""]
}"
1691,Before the Flood,Good message wrong person saying it 😕,"{
  ""categories"": [""oppositional""]
}"
1692,Before the Flood,i can’t believe people that don’t believe in climate change exist. i recommend people to watch and learn,"{
  ""categories"": [""dominant-hegemonic""]
}"
1693,Before the Flood,"Good documentary, but did not help for my English CIA 2 at all..","{
  ""categories"": [""unclear/irrelevant""]
}"
1694,Before the Flood,Can these disgustingly rich white people stop pretending to care about climate change and please off themselves 😍😍😍,"{
  ""categories"": [""oppositional""]
}"
1695,Before the Flood,Literally just Liberal Leo flying around on his private jets going to impoverished countries to tell them they need to have less people there to “fix the environment” is wild. Go fuck yourself Leo. Genuinely.,"{
  ""categories"": [""oppositional""]
}"
1696,Before the Flood,Leonardo DiCaprio wyd here? Yes we are fossil fuel addicted,"{
  ""categories"": [""oppositional""]
}"
1697,Before the Flood,had to watch this for a module and after having a lecture on bullshit vs critical thinking where trump was literally the poster boy for bullshit made me think about how it was possible for americans to vote him into office on two separate occasions leo i still don’t like you and i don’t like you even more for subjecting me to elon against my will,"{
  ""categories"": [""oppositional""]
}"
1698,Before the Flood,"watched for ESS 127, sad and interesting","{
  ""categories"": [""dominant-hegemonic""]
}"
1699,Before the Flood,"a rare no rating from me… a documentary poised more as a relic of its time, (a decade ago) giving us the imminent warnings of climate change through neoliberal messaging that ended up making no changes at all. it seemed self aware of this and maintained that messaging… but it’s left me wondering what it all meant, and why we even bothered pretending to care when my generation and the generations succeeding us seem doomed anyway. the road to hell was paved with good intentions","{
  ""categories"": [""oppositional""]
}"
1700,Before the Flood,DiCaprio: Save the planet! as he flyes the whole world. Boring but great theme.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1701,Before the Flood,"Worst 1,5 hours of my life","{
  ""categories"": [""oppositional""]
}"
1702,Before the Flood,Well-known facts presented in an impactful way - is this the modern Inconvenient Truth?,"{
  ""categories"": [""dominant-hegemonic""]
}"
1703,Before the Flood,Still can’t believe that my 12-year-old self watched a whole documentary about Earth just because I had a crush/ obsession with Leonardo DiCaprio 🧍🏽‍♀️ (Watched somewhere in 2016/17),"{
  ""categories"": [""unclear/irrelevant""]
}"
1704,Before the Flood,"""my carbon footprint is probably a lot bigger than most people!"" lol. lmao even mr dicaprio.","{
  ""categories"": [""oppositional""]
}"
1705,Before the Flood,Back when Musk and Leo weren’t known to be villains,"{
  ""categories"": [""dominant-hegemonic""]
}"
1706,Before the Flood,mr james geography.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1707,Before the Flood,I am torn to shreds. Riot against the administration. The world is burning and the U.S. is to blame. Fuck ICE Fuck the administration Fuck capitalism and consumerism Build up your community and make your voice heard,"{
  ""categories"": [""dominant-hegemonic""]
}"
1708,Before the Flood,"i don’t want to live on a planet without these animals. at least he shows you the people, despite him being a hypocrite. but even racing extinction (2015) had ANOHNI","{
  ""categories"": [""dominant-hegemonic""]
}"
1709,Before the Flood,dicaprio loving mother earth being the first time ive seen him love an older woman,"{
  ""categories"": [""unclear/irrelevant""]
}"
1710,Before the Flood,"it's pretty ironic to watch this now, almost a decade later with Donald Trump as president of the United States- and all of the fears of how we need to act now and continue to act, and how most likely; we won't. and it's kind of sad that we didn't go against what we wished we did. That's not to say there's no hope for climate change being helped, but god it's just so deeply ironic and depressing. movie is…","{
  ""categories"": [""dominant-hegemonic""]
}"
1711,Before the Flood,"damn, this is such an eye opener... I think this means I need to buy a hundred million dollars' worth of luxury hotel property in israel","{
  ""categories"": [""oppositional""]
}"
1712,Before the Flood,before the flüt,"{
  ""categories"": [""unclear/irrelevant""]
}"
1713,Before the Flood,"Corporate propaganda to endorse the UN and Leo Cap, but also covers the super important topic of climate change.","{
  ""categories"": [""oppositional""]
}"
1714,Before the Flood,"great message being sent, dicaprios done good but he cant really tell people that its easy to change your lifestyle in order focus on the future while travelling from place to place in his private jets elon musk jumpscare","{
  ""categories"": [""negotiated""]
}"
1715,Before the Flood,very good documentary but my issue is that they were flying around to get to places.. hm right,"{
  ""categories"": [""dominant-hegemonic""]
}"
1716,Before the Flood,"It’s really surreal to watch this now, a decade after its release, and seeing how much has changed, or rather how much hasn’t. In this they’re just talking about a climate tipping point and now we’ve crossed one. In this they’re signing the Paris climate agreement and now Trump has pulled out of it for the second time. It’s really baffling how little we’ve done to change. We have the power to change the future right now, and we know…","{
  ""categories"": [""dominant-hegemonic""]
}"
1717,Before the Flood,"Utterly important when it comes to warn about climate change. Yet Leo is kind of just spreading the knowledge regarding consequences of it, but not attacking the roots of it with the same intensity or complexity (once it is highly possible that it would concern something about his own relations/earnings). Nonetheless, the documentary was quite enjoyable, and it is, without a doubt, significant to ""spread the word"". But let's not forget that environmentalism without class consciousness is merely gardening.","{
  ""categories"": [""negotiated""]
}"
1718,Before the Flood,I didn’t know I was helping the environment just by not being able to afford meat. You’re welcome.,"{
  ""categories"": [""oppositional""]
}"
1719,Before the Flood,"If I had a nickel for every time I’ve watched this movie for class, I’d have 3 nickels.","{
  ""categories"": [""unclear/irrelevant""]
}"
1720,Before the Flood,"i mean shit it has a point, should make a newer one since it’s gotten worse i feel","{
  ""categories"": [""dominant-hegemonic""]
}"
1721,Before the Flood,I like some of the dicaprio movies what the fuck does he know about climate change,"{
  ""categories"": [""oppositiona""]
}"
1722,Before the Flood,"No dad, this is real","{
  ""categories"": [""oppositional""]
}"
1723,Before the Flood,actually watched it for school :(,"{
  ""categories"": [""unclear/irrelevant""]
}"
1724,Before the Flood,"Decent documentary that showcases the effects of anthropogenic climate change. Had to watch it for my Environmental Science class. It was really eye opening when they showcased the effects of slash-and-burn agriculture in Indonesia, that part of the movie stood out to me a lot. It's crazy to me how something that used to be sustainable has turned into something detrimental due to large scale industrialization, mainly due to the palm oil industry.","{
  ""categories"": [""dominant-hegemonic""]
}"
1725,Before the Flood,Watched in religion class in year 10,"{
  ""categories"": [""unclear/irrelevant""]
}"
1726,Before the Flood,Watching this after wolf of wall street is wild lol. Also the fact that i’ve seen that painting that he keeps referencing in person is very cool.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1727,Before the Flood,"an interesting documentary in 2026, ten years later. lots of important figures and relevant discussion points. wish there was less focus on the united nations as a success story, but the hope coming out of the paris agreement makes sense. slightly sad to watch. glad they strongly pointed out how fossil fuel think tanks work.","{
  ""categories"": [""dominant-hegemonic""]
}"
1728,Before the Flood,watched for my climate crisis class,"{
  ""categories"": [""unclear/irrelevant""]
}"
1729,Before the Flood,Good documentary about climate change.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1730,Before the Flood,this is absurd to me how many people still dont believe in climate change,"{
  ""categories"": [""oppositional""]
}"
1731,Before the Flood,"I did not watch this when it came out, I’m watching this now as our climate steadily declines with no action being taken. I’m watching this 6 days after climate activist and star of this documentary, Leonardo DiCaprio, was having a huge Yacht party with Jess Bezos and other climate terrorists. I was ready to praise DiCaprio for not only talking about this issue, but for keeping up with his activism even in our darkest days, but now this documentary…","{
  ""categories"": [""oppositional""]
}"
1732,Before the Flood,"Leonardo di Caprio's campaign film, probably wanting to be the Al Gore/INCONVENIENT TRUTH for the new generation, perversely jet-sets around the earth to see how the lifestyles of the wealthy are helping destroy the planet''s eco-systems. This obvious cavil aside, the film makes a decent case for the problems of climate change and is quite watchable.","{
  ""categories"": [""dominant-hegemonic""]
}"
1733,Before the Flood,elon musk stop being a dumbass and do something good for our planet,"{
  ""categories"": [""oppositional""]
}"
1734,Before the Flood,"What better way is there to conclude a calendar year and enter into 2026 than to reflect on the irreconcilable harm we as a species have caused to our home. I've got a lot of mixed feelings about Before the Flood. Being released in 2016 and now having the hindsight of all that has taken place over the last decade it's moments of hope and optimism could have been looked back on with pride, however, simply not enough has taken…","{
  ""categories"": [""negotiated""]
}"
1735,Before the Flood,"Leonardo Di Caprio is a poser soy-boy that doesn't actually care about the environment. Other than that, this documentary explores all aspects of climate change well. The inside looks into Paris Summit were very cool.","{
  ""categories"": [""dominant-hegemonic""]
}"
1736,Before the Flood,"I am only half into the movie but I have to say that it is just idiotic that DiCaprio tells me to lower my carbon emission while travelling the whole world (I’m not even kidding he’s been to the Arctic, China, India, Pacific Islands and Argentina) for this. I’m not able to even believe that he cares about the climat at any way. How many more DiCaprio ecological documentaries do I have to watch????? Edit: okay mb this movie is environmentally friendly but I still believe that he doesn’t give a shit about the earth","{
  ""categories"": [""oppositional""]
}"
1737,Before the Flood,i remember this giving me hope when it came out nearly a decade ago. then that orange bastard took over and it’s only been downhill since,"{
  ""categories"": [""dominant-hegemonic""]
}"
1738,Before the Flood,"powerful film about climate change it drives me crazy how indifferent politicians and influencers can be, how can they resist proven scientific facts. we could not live without the Earth, the Earth would be happy never to meet people","{
  ""categories"": [""dominant-hegemonic""]
}"
1739,Before the Flood,"Leonardo DiCaprio has a Net Worth of $300 Million. Leonardo DiCaprio reportedly owns between 20-30 Cars. And I'm supposed to listen to HIM talking about climate change? Hypocrite. Next time, Film someone less pretending and more preaching.","{
  ""categories"": [""oppositional""]
}"
1740,Before the Flood,"This would have felt way more beneficial if Leonardo DiCaprio wasn't a ZIONIST hypocrite that claims to be a 'human rights and climate change activist', all while actively profiting from apartheid during a genocide. (Leonardo DiCaprio pours millions of dollars into Israel) (Leonardo DiCaprio - Reverse Canary Mission) Leonardo Dicaprio said: ""You are the last best hope of Earth. We ask you to protect it or we, and all living things we cherish, are history."" This clearly contradicts with his…","{
  ""categories"": [""oppositional""]
}"
1741,Before the Flood,Watched it for my English IO but it’s act decent,"{
  ""categories"": [""unclear/irrelevant""]
}"
1742,Before the Flood,"Leo covered the damage deforestation and palm oil plantations have done to Sumatra ten years ago, and now nearly ten years after the release of this documentary, civilians across Sumatra have to face the massive repercussions resulted from the greed of the government and the ultra wealthy corporations. The Flood is literally here. As of today, the death toll from floods and landslides in Sumatra has risen to more than 900 hundred people, and it took more than 10 days…","{
  ""categories"": [""dominant-hegemonic""]
}"
1743,Before the Flood,Watching this in 2025 is even sadder.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1744,Before the Flood,"A little outdated now, but still a great watch. We need to help save our earth 🌎","{
  ""categories"": [""dominant-hegemonic""]
}"
